Car,Step
C,-1
X,-1
D,-1
A,-1
G,-1
B,-1
F,1
E,1
A,-1
J,-2
H,-1
A,1
J,2
H,1
J,-1
A,-1
X,-1
H,-1
F,1
A,1
K,-2
I,-3
L,-4
A,-1
B,-1
L,2
J,1
K,1
X,2
G,-1
J,-1
X,1
L,-2
K,1
F,-1
J,-1
H,3
X,1
