Car,Move direction,Step
M,R,2
B,D,1
A,L,-1
F,U,-1
G,L,-3
S,U,-1
T,L,-1
U,L,-1
P,D,1
K,R,1
D,D,5
C,L,-1
H,U,-2
G,R,4
E,R,4
F,D,1
A,R,1
B,U,-1
I,U,-2
X,L,-1
N,U,-4
L,R,1
Q,U,-1
R,L,-1
O,D,1
J,D,1
X,R,7
