Car,Move direction,Step
F,U,-4
E,L,-1
B,D,3
A,L,-2
X,L,-3
G,U,-3
B,U,-2
E,R,4
B,D,2
X,R,1
F,D,4
A,L,-1
X,L,-1
B,U,-3
D,L,-4
G,D,3
B,D,3
A,R,3
X,R,3
B,U,-3
D,R,1
F,U,-4
D,L,-1
B,D,3
X,L,-3
G,U,-2
B,U,-2
H,L,-4
E,L,-4
G,D,2
B,D,2
C,D,3
X,R,4
