Car,Step
F,-4
E,-1
B,3
X,-3
G,-2
B,-2
E,3
B,2
X,1
H,-1
F,4
A,-3
G,-1
X,-1
B,-3
D,-2
C,3
D,-2
B,3
G,1
A,3
B,-3
D,1
A,1
G,-1
D,2
B,3
X,1
F,-4
X,-1
B,-3
D,-2
H,-3
E,-3
G,3
D,-1
B,3
X,4
