Car,Step
J,1
K,1
H,3
D,1
B,3
G,1
C,-1
N,-3
M,-1
D,-1
J,-1
X,3
V,-1
O,-1
U,1
M,1
T,-1
W,-1
Y,-1
G,1
Q,-2
R,-1
O,-2
P,-3
M,-1
K,1
R,1
L,-1
V,-1
S,1
Y,1
W,1
T,1
O,-1
K,3
S,-1
V,2
X,4
