Car,Step
F,-4
E,-1
B,3
X,-3
G,-2
B,-2
E,3
B,2
X,1
E,1
F,3
A,-3
G,-1
D,-1
X,-1
B,-3
H,-2
C,1
D,-2
G,2
H,2
G,1
F,1
D,-1
B,3
A,3
X,3
B,-3
D,1
C,-1
F,-4
D,-1
B,3
X,-3
B,-3
D,1
G,-2
E,-1
H,-4
C,3
E,-3
G,2
D,-1
B,3
X,4
