Car,Step
M,1
S,-6
T,-1
U,-1
P,1
K,1
G,-1
M,-1
E,1
I,-2
X,-1
K,-2
P,-1
G,1
S,1
X,1
A,1
I,2
B,2
K,1
U,1
A,-2
S,2
F,-1
G,-1
E,1
U,-1
P,1
B,-1
E,-2
G,-2
D,2
C,-2
H,-2
K,1
M,2
D,3
S,1
G,4
E,2
I,-1
D,-3
K,-1
M,-1
P,-1
U,1
E,-1
J,-1
O,-1
S,-3
U,-1
M,-1
P,1
K,1
O,1
J,1
F,1
M,2
D,2
G,-1
C,1
D,1
H,1
S,-1
G,-1
A,5
S,-1
B,-1
I,-1
X,-1
G,1
S,5
F,-1
E,2
N,-4
L,1
Q,-1
R,-1
O,1
J,1
X,7
