Car,Step
E,1
I,-1
A,1
M,2
S,-3
A,-1
B,1
I,1
B,1
M,-1
S,-1
A,-1
F,-1
S,1
M,1
T,-1
U,-1
P,1
H,1
J,-1
B,-1
E,-1
J,1
M,-1
G,-3
D,2
H,-1
K,1
M,1
D,2
G,3
C,-1
H,-1
H,-1
G,1
F,1
A,5
F,-1
E,1
B,-1
I,-2
X,-1
N,-1
E,2
N,-2
D,-1
L,1
Q,-1
R,-1
O,1
L,2
N,2
E,-2
N,1
X,1
I,2
B,2
D,-1
S,-1
L,1
J,1
F,2
C,-5
A,-5
F,-1
X,1
K,-1
P,-2
D,-1
A,5
P,1
S,-1
X,5
