Car,Step
F,-4
E,-1
B,3
X,-3
B,-2
G,-2
A,-1
E,4
H,-4
G,1
B,2
X,1
F,3
A,-2
X,-1
B,-3
G,-2
D,-3
G,1
C,1
H,1
F,1
D,-1
B,1
A,4
G,-1
B,-1
D,3
E,-1
C,2
H,2
F,-1
B,3
X,1
F,-3
X,-1
B,-3
E,-3
H,-2
D,-3
G,3
H,-1
B,3
X,4
