Car,Step
A,1
B,1
G,-1
M,1
S,-3
G,1
E,1
A,-2
F,-1
M,1
E,-1
G,-3
D,2
T,-1
U,-1
P,1
K,1
D,2
C,-1
G,3
H,-2
G,1
E,1
F,1
A,5
F,-1
B,-1
I,-2
X,-1
N,-1
E,2
N,-1
L,1
Q,-1
R,-1
O,1
D,-2
L,2
N,1
E,-2
J,-1
N,1
X,1
S,-1
I,2
B,2
L,1
J,2
F,2
C,-5
A,-5
F,-1
X,1
K,-1
P,-2
A,1
A,4
D,-1
U,1
P,1
S,-1
X,5
