Car,Step
C,-1
D,-1
A,-1
B,-1
H,-1
A,-1
B,-1
G,-2
X,-1
F,2
K,-2
I,-3
G,1
K,1
X,1
L,-1
E,1
J,-2
I,-1
L,-3
K,1
F,-1
H,1
G,-1
H,2
X,2
