Car,Step
F,-4
E,-1
B,3
X,-3
A,-2
G,-3
B,-2
E,4
B,2
X,1
F,4
A,-1
D,-1
X,-1
B,-3
D,-2
G,3
D,-1
B,3
X,3
B,-3
D,1
F,-3
D,-1
B,3
A,1
F,-1
X,-3
G,-2
B,-2
E,-3
H,-4
G,2
C,3
E,-1
B,2
X,4
