Car,Step
F,-1
B,1
A,-1
F,-1
E,-1
A,-2
B,2
X,-2
G,-3
H,-1
D,-1
A,1
F,-2
X,-1
B,-2
E,3
H,-3
B,1
H,3
B,1
X,1
C,1
F,1
F,3
C,-1
A,-1
X,-1
B,-3
D,-3
C,1
H,1
E,1
G,2
C,-1
B,1
G,-2
C,1
H,-1
E,-1
A,1
B,2
X,1
C,-1
E,1
H,1
A,-1
G,3
X,2
A,3
B,-1
B,-2
D,1
F,-3
D,-1
C,1
B,1
B,2
X,-2
G,-1
A,-2
G,-2
F,-1
X,-1
G,1
B,-2
E,-4
G,-1
C,1
B,1
H,-4
C,-1
C,-1
B,1
X,1
G,1
A,1
G,2
C,3
X,3
