Car,Step
E,1
I,-2
X,-1
M,2
K,-1
G,-1
S,-1
T,-1
X,1
I,2
B,1
M,-1
E,-1
U,-1
A,-1
F,-1
G,-2
M,1
D,2
C,-2
H,-2
P,1
K,2
D,3
S,-1
G,1
E,1
I,-1
G,2
F,1
A,4
B,-1
I,-1
X,-1
H,1
C,1
N,-1
S,-4
G,-1
N,1
F,-1
J,-1
H,-1
G,2
S,4
C,-1
D,-3
K,-1
P,-1
J,1
A,1
E,2
N,-4
L,1
Q,-1
R,-1
O,1
J,1
P,-1
X,3
I,1
B,1
M,-1
C,1
A,-1
Q,-1
N,-1
E,-2
Q,1
I,1
C,-1
S,1
A,1
I,-1
Q,-1
B,-1
K,-1
Q,1
U,1
I,-1
X,-3
U,-1
P,2
K,2
X,3
M,1
D,3
X,4
