Car,Step
F,-4
E,-1
B,3
X,-3
G,-2
H,-1
A,-2
B,-2
E,4
B,2
X,1
G,-1
F,3
X,-1
B,-2
E,-2
H,1
A,-1
B,-1
D,-2
C,1
F,1
D,-2
E,2
G,3
B,3
X,3
A,3
B,-3
D,1
F,-4
D,-1
C,-1
B,3
X,-3
G,-2
B,-2
H,-2
A,-1
E,-3
C,3
H,-2
G,2
E,-1
B,2
X,4
