Car,Step
J,-1
C,-1
A,-1
G,-2
L,-2
I,2
H,1
J,-2
E,3
H,-1
D,-1
I,-3
H,1
E,-2
J,3
E,1
L,2
X,3
G,1
B,-1
I,-1
X,1
