Car,Step
F,-1
B,1
A,-1
F,-1
E,-1
B,2
X,-2
G,-1
A,-1
G,-2
D,-1
H,-1
F,-2
X,-1
B,-2
E,3
H,-3
B,2
X,1
C,1
F,3
X,-1
B,-1
A,-1
H,3
B,-2
F,1
D,-3
C,1
B,1
C,-2
E,1
H,1
A,1
B,2
X,1
G,2
A,-1
G,1
X,2
A,1
A,2
B,-3
D,1
C,1
F,-3
D,-1
B,1
B,2
X,-2
G,-1
F,-1
A,-2
X,-1
B,-2
H,-3
G,-1
E,-4
H,-1
G,-1
G,2
B,1
B,1
X,1
C,1
A,1
G,1
C,1
X,3
