Car,Step
F,-4
E,-1
B,3
X,-3
G,-2
B,-2
E,3
B,2
X,1
F,4
A,-3
X,-1
G,-1
B,-3
D,-4
B,3
E,1
G,3
X,3
A,3
B,-3
D,1
F,-4
D,-1
B,3
X,-3
G,-2
B,-2
E,-3
H,-4
C,3
G,2
E,-1
B,2
X,4
