Car,Step
M,1
S,-6
T,-1
B,1
A,-1
M,-1
U,-1
P,1
K,1
M,1
S,5
F,-1
K,-2
P,-1
G,-3
U,1
M,1
D,2
U,-1
C,-1
P,1
K,2
H,-2
D,3
G,4
E,4
F,1
A,1
B,-1
I,-2
X,-1
N,-4
L,1
Q,-1
R,-1
O,1
J,1
X,7
