Car,Step
M,1
S,-6
T,-1
U,-1
P,1
K,1
B,1
G,-1
M,-1
A,-1
F,-1
G,-2
D,3
C,-1
H,-1
M,2
D,2
H,1
G,2
E,2
H,-2
G,2
E,2
F,1
I,-1
A,2
B,-1
I,-1
X,-1
N,-4
L,1
Q,-1
R,-1
O,1
J,1
X,7
