Car,Step
A,-1
C,-1
C,1
B,-1
A,-1
X,-1
B,-1
X,1
C,-1
H,-1
H,1
D,-1
G,-1
X,-1
X,-1
G,1
X,1
X,1
G,-2
G,1
B,1
F,1
B,1
F,-1
F,1
B,-1
A,1
A,-1
F,-1
F,1
X,-2
X,2
E,1
J,-1
A,1
A,-1
H,-1
A,1
F,1
K,-1
L,-1
L,1
L,-2
A,-1
B,-1
L,-1
B,1
A,1
J,-1
A,-1
K,1
E,1
A,1
X,-1
L,-1
L,1
J,2
E,-2
A,-1
X,-1
B,-1
K,-2
G,-1
I,-3
K,2
X,1
X,-1
F,-1
H,3
X,3
E,1
E,-1
X,1
